省份,品种名称,亲本来源,类型,原产地,审定编号
江　苏,淮稻5号,7208×武育粳3号,粳型常规稻,江苏徐淮地区淮阴农业科学研究所,苏种审字第358号
江　苏,圳优545,圳18A×RH545,籼型三系杂交稻,江苏瑞华农业科技有限公司,苏审稻20240005
江西,协优916,协青早A×R916,籼型三系杂交稻,江西先农种业有限公司,赣审稻2009024
浙江,中选056,中选181×Z95-03,籼型常规稻,中国水稻研究所,浙审稻2009040
安徽,弋粳22,武运粳20号×晚粳97/宁粳3号,粳型常规稻,芜湖青弋江种业有限公司等,皖审稻20221116
江西,SP优Ⅰ98,优ⅠA×SP40098,籼型三系杂交稻,江西省农业科学院水稻研究所,赣审稻2004024
安徽,生两优5678,生56S×SR78,籼型两系杂交稻,安徽省农业科学院水稻研究所,皖审稻2023T012
江西,株两优152,株1S×R152,籼型两系杂交稻,张文春,赣审稻2010043
江　苏,南粳802,WD7001×南粳46,粳型常规稻,江苏省农业科学院粮食作物研究所等,苏审稻20240049
江　苏,镇籼优39089,镇籼3A×镇恢9089,籼型三系杂交稻,江苏丘陵地区镇江农业科学研究所,苏审稻20240004
江　苏,润两优香丝,润侬6S×香占,籼型两系杂交稻,江苏金土地种业有限公司等,苏审稻20220033
江　苏,中莲1A,粤泰A×粤泰B/培矮64S,籼型不育系,江苏中南种业科技有限公司,苏审稻201109
江西,晶两优641,晶4155S×R641,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,赣审稻20170013
安徽,两优5177,5317S×R178,籼型两系杂交稻,安徽省农业科学院水稻研究所,皖审稻2023T011
江西,菲优463,菲改A×To463,籼型三系杂交稻,德农正成种业有限公司江西分公司,赣审稻2006064
江西,恒优758,恒丰A×R758,籼型三系杂交稻,新余市农业科学研究所等,赣审稻20180023
江西,五优5412,五丰A×R5412,籼型三系杂交稻,江西国穗种业有限公司等,赣审稻2015036
江西,金优71,金23A×R71,籼型三系杂交稻,江西省宜黄县种子公司等,赣审稻2001004
江西,赣晚籼31号,粤香占,籼型常规稻,江西农业大学农学院,赣审稻2002012
江西,优Ⅰ2058,优ⅠA×R2058,籼型三系杂交稻,江西川种种业有限责任公司,赣审稻2010042
江西,德两优9号,德es×9311-1,籼型两系杂交稻,德农正成种业有限公司长沙德农正成水稻研究所,赣审稻2006025
江　苏,盐粳糯108,W034×扬农粳418,粳型常规稻,江苏沿海地区农业科学研究所等,苏审稻20240087
安徽,裕粳2号,嘉花1号×镇稻18号,粳型常规稻,安徽喜多收种业科技有限公司,皖审稻20221115
江　苏,盐粳9号,武育粳3号/扬粳319×武育粳3号,粳型常规稻,江苏省盐城市盐都区农业科学研究所,苏审稻200707
江　苏,华粳6号,武育粳3号×镇稻88,粳型常规稻,江苏省大华种业集团有限公司,苏审稻200706
江西,两优1169,1161S×93-11,籼型两系杂交稻,湖南隆平高科农平种业有限公司等,赣审稻2004007
福建,Ⅱ优明398,Ⅱ-32A×明恢398,籼型三系杂交稻,三明市农业科学研究所,闽审稻2007005
江　苏,扬粳687,盐粳187×香粳111,粳型常规稻,江苏里下河地区农业科学研究所,苏种审字第357号
江西,Ⅱ优辐819,Ⅱ-32A×南恢辐819,籼型三系杂交稻,南平市农业科学研究所,赣审稻2005083
福建,冈优22,冈46A×CDR22,籼型三系杂交稻,四川省农业科学院作物所等,闽审稻1999009
安徽,弋粳818,宁粳3号×单粳3号,粳型常规稻,芜湖青弋江种业有限公司,皖审稻20221114
江西,和两优03,和620S×R03,籼型两系杂交稻,景德镇市农牧渔业科学研究所,赣审稻20180022
江　苏,中禾优7号,嘉禾112A×NP177,粳型三系杂交稻,嘉兴市农业科学研究院等,苏审稻20210013
江西,五丰优淦3号,五丰A×淦恢3号,籼型三系杂交稻,江西现代种业有限责任公司,赣审稻2009023
江　苏,盐糯18039,南粳9108×盐糯19,粳型常规稻,盐城市盐都区农业科学研究所,苏审稻20240086
江　苏,武运粳962,武运粳30号//武运粳7号/武运粳23号×沪运粳4326,粳型常规稻,中垦种业股份有限公司等,苏审稻20220063
安徽,绿两优1806,LY183S×R706,籼型两系杂交稻,安徽绿雨种业股份有限公司,皖审稻2023T010
江西,汕优赣10号,珍汕97A×36天恢/IR24,籼型三系杂交稻,江西省九江市农科所,赣审稻1990024
浙江,菲优E1,菲改A×E1,籼型三系杂交稻,中国水稻研究所等,浙审稻2006005
江西,和两优567,和620S×R567,籼型两系杂交稻,广西恒茂农业科技有限公司等,赣审稻20170012
江　苏,扬农粳1150,甬优8号×14Q85,粳型常规稻,扬州大学,苏审稻20240048
江西,优Ⅰ651,优ⅠA×R651,籼型三系杂交稻,江西金山种业有限公司,赣审稻2010041
江西,T优5570,T55A×明恢70,籼型三系杂交稻,福建农林大学作物科学学院等,赣审稻2006024
江　苏,虾优100,金香A×扬恢100,籼型三系杂交稻,江苏里下河地区农业科学研究所,苏审稻20220032
福建,特优669,龙特甫A×R669,籼型三系杂交稻,福建农业大学等,闽审稻1999008
江西,先农22号,2148S×Q026,籼型两系杂交稻,安微荃银农业高科技研究所,赣审稻2004023
江西,安两优青占,安湘S×抗蚊青占,籼型两系杂交稻,江西省宁都县种子公司,赣审稻2004022
江西,徽两优280,1892S×M280,籼型两系杂交稻,江西金信种业有限公司等,赣审稻20170011
江西,德优1254,德5A×R1254,籼型三系杂交稻,德农正成种业有限公司江西分公司,赣审稻2008031
江西,嘉育948,YD4-4×嘉育293-T8,籼型常规稻,嘉兴市农业科学研究院,赣审稻2001003
浙江,中早39,嘉育253×中组3号,籼型常规稻,中国水稻研究所,浙审稻2009039
江西,赣早籼8号,7055,籼型常规稻,南昌市农业科学研究所,赣审稻1987008
江西,C两优248,C815S×TR248,籼型两系杂交稻,湖南亚华种业科学研究院等,赣审稻2015004
浙江,嘉禾247,嘉粳5609×秀水123/嘉禾128,粳型常规稻,嘉兴市农业科学研究院等,浙审稻2020008
江西,�Q香优1068,�Q香A×R1068,籼型三系杂交稻,广西百香高科种业有限公司,赣审稻20220046
江西,穗A,威20A×穗B,籼型不育系,江西国穗种业有限公司,赣审稻20210087
江西,赣晚籼36号,高粱糯,籼型常规稻,江西省上饶市农业科学研究所等,赣审稻2004006
江　苏,淮稻31,C16-1×盐粳13号,粳型常规稻,江苏天丰种业有限公司等,苏审稻20210033
江西,九两优F6,莲9S×F6-7-4,籼型两系杂交稻,江西省农业科学院水稻研究所,赣审稻2002011
江西,株两优211,株1S×华211,籼型两系杂交稻,湖南亚华种业科学研究院,赣审稻2006063
江　苏,武运粳21号,运9707×运9726,粳型常规稻,常州市武进区农业科学研究所,苏审稻200705
江　苏,稳两优6311,悦6318S×悦恢118,籼型两系杂交稻,江苏悦丰种业科技有限公司,苏审稻20220031
浙江,赣香优9141,赣香A×浙恢9141,籼型三系杂交稻,浙江省农业科学院作物与核技术利用研究所等,浙审稻2015008
福建,金优1398,金23A×明恢1398,籼型三系杂交稻,福建省三明市农业科学研究所,闽审稻2007004
江　苏,扬优906,扬籼9A×泰恢1406,籼型三系杂交稻,江苏红旗种业股份有限公司等,苏审稻20240003
安徽,徽两优香626,1892S×香626,籼型两系杂交稻,安徽安泉农业科技有限公司,皖审稻2024L008
江　苏,武育粳35号,武2807×扬辐粳7号,粳型常规稻,江苏（武进）水稻研究所等,苏审稻20170012
江　苏,特优63,龙特甫A×明恢63,籼型三系杂交稻,漳州市农业科学研究所,苏种审字第207号
江　苏,扬航糯1号,扬辐粳5086,粳型常规稻,江苏里下河地区农业科学研究所,苏审稻20240085
江　苏,南粳50,武粳13号×关东194,粳型常规稻,江苏省优质水稻工程技术研究中心等,苏审稻201314
江西,赣早籼41号,M1459×湘早籼3号,籼型常规稻,江西省农业科学院原子能研究所,赣审稻1996003
江西,江早365,嘉育253/中组3号×R463,籼型常规稻,江西科源种业有限公司等,赣审稻20200003
江西,淦鑫203,荣丰A×早恢R3,籼型三系杂交稻,广东省农业科学院水稻研究所等,赣审稻2006062
江　苏,南粳9208,南粳9108×南粳9108/扬粳7311,粳型常规稻,江苏省农业科学院粮食作物研究所等,苏审稻20240047
江西,荣优7号,荣丰A×R7,籼型三系杂交稻,江西现代种业有限责任公司,赣审稻2009022
浙江,钱3优982,钱江3号A×R982,籼型三系杂交稻,中国农业科学院作物科学研究所等,浙审稻2015007
安徽,银糯19,镇糯19×南粳44,粳型常规稻,安徽省皖农种业有限公司,皖审稻20221113
江西,高优红88,高丰A×R红88,籼型三系杂交稻,江西金惠种业有限公司,赣审稻2015035
江　苏,常优粳10号,常5~55A×CR15~64,粳型三系杂交稻,常熟市农业科学研究所,苏审稻20210012
江西,荃优33,荃9311A×E331,籼型三系杂交稻,北京金色农华种业科技股份有限公司等,赣审稻20180021
江西,谷优3139,谷丰A×闽恢3139,籼型三系杂交稻,福建省农业科学院生物技术研究所,赣审稻2006023
浙江,中早38,中选181×金2000-10,籼型常规稻,中国水稻研究所,浙审稻2009038
福建,特优70,龙特甫A×明恢70,籼型三系杂交稻,三明市农业科学研究所,闽审稻1999007
江　苏,南粳66,南粳9108×宁5067,粳型常规稻,江苏省农业科学院粮食作物研究所等,苏审稻20210032
江西,隆两优华占,隆科638S×华占,籼型两系杂交稻,袁隆平农业高科技股份有限公司等,赣审稻2015003
江　苏,泗稻11号,镇稻5262,粳型常规稻,江苏省泗阳棉花原种场,苏种审字第356号
江西,泰象A,利1A×泰象B,籼型不育系,江西惠农种业有限公司等,赣审稻20210086
江西,协优赣8号,协青早A×R2374,籼型三系杂交稻,江西省农业科学院水稻研究所,赣审稻1990023
江西,中9优838选,中9A×838选,籼型三系杂交稻,中国水稻研究所等,赣审稻2001002
江西,农香优雅占,农香A×雅占,籼型三系杂交稻,江西天涯种业有限公司等,赣审稻20170010
江　苏,扬籼优911,扬籼9A×扬恢2019,籼型三系杂交稻,江苏里下河地区农业科学研究所,苏审稻20240002
江西,赣晚籼35号,粤香占×香籼402,籼型常规稻,江西农业大学农学院,赣审稻2004005
江　苏,天隆优518,隆5A×C818,粳型三系杂交稻,江苏天隆科技有限公司,苏审稻20170011
江西,江四优992,G4A×R99257,籼型三系杂交稻,江西省农业科学院水稻研究所,赣审稻2004021
福建,岳优9113,岳4A×岳恢9113,籼型三系杂交稻,岳阳市农业科学研究所,闽审稻2007003
江　苏,上农粳219,CR-675/武运0175×常农粳12号,粳型常规稻,中垦种业股份有限公司,苏审稻20220062
安徽,生两优1908,生19S×R0822,籼型两系杂交稻,安徽省农业科学院水稻研究所等,皖审稻2023T009
江西,岳优286,岳4A×金恢286,籼型三系杂交稻,北京金色农华种业科技有限公司江西分公司,赣审稻2008030
江西,赣早籼40号,85-140×珍龙13,籼型常规稻,江西省农业科学院水稻研究所,赣审稻1996002
江　苏,连粳4号,连96-1×武育粳3号,粳型常规稻,连云港市农业科学研究院,苏审稻200704
江　苏,南粳5818,宁5046×南粳9108,粳型常规稻,江苏省农业科学院粮食作物研究所,苏审稻20230035
浙江,秀水6127,秀水134/BD121×秀香2号/祥湖13//F72,粳型常规稻,嘉兴市农业科学研究院,浙审稻2020007
江西,青香优臻丝苗,青香A×臻丝苗,籼型三系杂交稻,江西天涯种业有限公司等,赣审稻20220045
江西,丰华优2号,白丰A×NHR4,籼型三系杂交稻,江西省农业科学院水稻研究所等,赣审稻2005082
江　苏,盐粳26号,盐粳15号×苏秀867,粳型常规稻,盐城市盐都区农业科学研究所,苏审稻20240046
江　苏,中南1A,协青早A×中南1B,籼型不育系,江苏中南种业科技有限公司,苏审稻201108
安徽,玖两优5145,33S×TR5145,籼型两系杂交稻,安徽春禾种业有限公司等,皖审稻2024L007
江西,赣早籼7号,红梅早×7055,籼型常规稻,萍乡市芦溪区农业科学研究所,赣审稻1987007
江　苏,澄糯218,苏御糯,粳型常规稻,江阴市农业技术推广中心,苏审稻200913
江　苏,常农粳16号,武运粳31×镇稻297,粳型常规稻,常熟市农业科学研究所,苏审稻20210031
江西,协优洲156,协青早A×洲恢156,籼型三系杂交稻,江西九洲种业有限公司,赣审稻2010040
江　苏,武运粳32号,运2842×运4075,粳型常规稻,江苏红旗种业股份有限公司等,苏审稻201606
江　苏,万丰优丝占,万丰99A×创恢丝占,籼型三系杂交稻,湖南袁创超级稻技术有限公司,苏审稻20230070
江西,宜S晚2号,宜农3S×C20-7-85,籼型两系杂交稻,江西省宜春学院等,赣审稻2004020
江西,金优974,金23A×To974,籼型三系杂交稻,湖南省衡阳市农业科学研究所,赣审稻2001001
福建,特优388,龙特甫A×南恢388,籼型三系杂交稻,南平市农业科学研究所,闽审稻1999006
江　苏,南农糯2号,IR8/农垦57×南京11号/IR29,籼型常规稻,南京农业大学,苏种审字第178号
江　苏,连糯105,糯ZH04×连GP16,粳型常规稻,连云港市农业科学院,苏审稻20240084
福建,佳早1号,佳辐占×外引8号,籼型常规稻,厦门大学生命科学学院,闽审稻2007002
江　苏,宁稻1号,武运粳7号×04-4018,粳型常规稻,南京农业大学,苏审稻201313
福建,世纪137,矮窄/姬糯//C98/玉米稻×434大穗/FR1037,籼型常规稻,福建省农科院稻麦所,闽审稻1999005
福建,漳龙9104,台农糯×桂44,籼型常规稻,漳州市农业科学研究所,闽审稻1999004
福建,溪选早1号,J繁29008,籼型常规稻,福建省明溪县良种场,闽审稻1999003
江西,赣早籼39号,赣早籼14号×优早1号,籼型常规稻,江西省吉安地区良种场,赣审稻1996001
浙江,台早518,嘉育253×嘉943,籼型常规稻,浙江省台州市农业科学研究院,浙审稻2009037
江西,徽两优航1573,1892S×跃恢航1573,籼型两系杂交稻,江西省超级水稻研究发展中心等,赣审稻2015002
江西,淦鑫206,荣丰A×R2,籼型三系杂交稻,广东省农业科学院水稻研究所等,赣审稻2006061
安徽,两优8081,T8048S×WR811,籼型两系杂交稻,安徽蓝田农业开发有限公司等,皖审稻2024L006
江　苏,武香粳9127,南粳46×武粳7059,粳型常规稻,江苏（武进）水稻研究所等,苏审稻20230069
安徽,酷两优8016,酷8061S×R7016,籼型两系杂交稻,安徽酷科生物科技有限公司,皖审稻2023T008
安徽,深两优华166,深08S×M华166,籼型两系杂交稻,安徽省农业科学院水稻研究所,皖审稻2023T007
江　苏,中南优1号,中南1A×中莲恢510,籼型三系杂交稻,江苏红旗种业股份有限公司,苏审稻201107
江西,湘晚籼10号,亲16选×80-66,籼型常规稻,湖南省水稻研究所,赣审稻2000004
浙江,钱优9号,钱江1号A×HKK9,籼型三系杂交稻,浙江大学等,浙审稻2015006
江　苏,锡稻1号,2845×吉C-87,粳型常规稻,无锡哈勃生物种业技术研究院有限公司等,苏审稻20210030
江　苏,华粳10号,华粳5号×盐稻3872,粳型常规稻,江苏省大华种业集团有限公司,苏审稻20210029
江　苏,晶米208,南粳9108×连1668,粳型常规稻,连云港市农业科学院,苏审稻20240045
江西,T优463,T98A×To463,籼型三系杂交稻,袁隆平农业高科技股份有限公司江西种业分公司等,赣审稻2005081
江西,丰两优香1号,广占63S×丰香恢1号,籼型两系杂交稻,合肥丰乐种业股份有限公司,赣审稻2006022
江西,两优608,1161S×R608,籼型两系杂交稻,余秋平,赣审稻2009021
江　苏,哈勃9800,SH1557×1350,粳型常规稻,无锡哈勃生物种业技术研究院有限公司等,苏审稻20240044
江　苏,苏垦118,扬粳7号×盐稻9660,粳型常规稻,江苏省农业科学院粮食作物研究所,苏审稻201605
江西,Z两优1号,Z236S×洪优早1号,籼型两系杂交稻,江西洪崖种业有限责任公司,赣审稻20200002
江　苏,扬辐籼3号,IR2415-90-4-3,籼型常规稻,江苏里下河地区农业科学研究所,苏种审字第177号
浙江,钱优2015,钱江1号A×金恢2015,籼型三系杂交稻,金华市农业科学研究院等,浙审稻2015005
江西,C两优298,C815S×ZR298,籼型两系杂交稻,江西先农种业有限公司,赣审稻20170009
