省份,品种名称,亲本来源,类型,原产地,审定编号,审定方,审定序号,母本,审定公司
广东,五优466,五丰A×广恢466,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻20170058,粤审稻,20170058,五丰A,广东省农业科学院水稻研究所
广东,广禾丝苗1号,黄广油占×粤禾丝苗,籼型常规稻,广州市农业科学研究院等,粤审稻20230004,粤审稻,20230004,黄广油占,广州市农业科学研究院
广东,香禾优583,香禾A×广恢583,籼型三系杂交稻,广东华茂高科种业有限公司等,粤审稻20230052,粤审稻,20230052,香禾A,广东华茂高科种业有限公司
广东,裕优黄占,裕A×金黄占,籼型三系杂交稻,广东鲜美种苗股份有限公司,粤审稻20170057,粤审稻,20170057,裕A,广东鲜美种苗股份有限公司
广东,天丰优316,天丰A×汕恢316,籼型三系杂交稻,汕头市农业科学研究所等,粤审稻2006031,粤审稻,2006031,天丰A,汕头市农业科学研究所
广东,华航72号,华航丝苗/黄广油占×华航38号,籼型常规稻,国家植物航天育种工程技术研究中心（华南农业大学）,粤审稻20210046,粤审稻,20210046,华航丝苗/黄广油占,国家植物航天育种工程技术研究中心（华南农业大学）
广东,和两优红3,和620S×广红3号,籼型两系杂交稻,广东省农业科学院水稻研究所,粤审稻20190082,粤审稻,20190082,和620S,广东省农业科学院水稻研究所
湖北,W两优3418,W9834S×鄂早18,籼型两系杂交稻,湖北省农业科学院粮食作物研究所,鄂审稻2008001,鄂审稻,2008001,W9834S,湖北省农业科学院粮食作物研究所
湖北,润香玉,鄂中5号×玉针香,籼型常规稻,湖北省农业科学院粮食作物研究所等,鄂审稻20220063,鄂审稻,20220063,鄂中5号,湖北省农业科学院粮食作物研究所
广东,香禾优226,香禾A×广恢226,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻20230051,粤审稻,20230051,香禾A,广东省农业科学院水稻研究所
广东,南两优6号,南11S×扬稻6号,籼型两系杂交稻,广东省农业科学院水稻研究所,粤审稻20210068,粤审稻,20210068,南11S,广东省农业科学院水稻研究所
广东,吉丰优5522,吉丰A×粤良恢5522,籼型三系杂交稻,广东粤良种业有限公司等,粤审稻20210067,粤审稻,20210067,吉丰A,广东粤良种业有限公司
广东,金科1号,K17A×广超4号,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻2006068,粤审稻,2006068,K17A,广东省农业科学院水稻研究所
广东,聚两优746,GD-7S×W746,籼型两系杂交稻,广东省农业科学院水稻研究所,粤审稻2009005,粤审稻,2009005,GD-7S,广东省农业科学院水稻研究所
湖北,全1S,广占63-4S×苯88S,籼型不育系,荆州市忠诚种业有限公司等,鄂审稻2015021,鄂审稻,2015021,广占63-4S,荆州市忠诚种业有限公司
广东,粤晶占2号,粤禾丝苗×黄广晶占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20230003,粤审稻,20230003,粤禾丝苗,广东省农业科学院水稻研究所
广东,广晶龙占,广晶农占×粤禾丝苗,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20230002,粤审稻,20230002,广晶农占,广东省农业科学院水稻研究所
湖北,魅两优601,魅051S×YZ601,籼型两系杂交稻,湖北华之夏种子有限责任公司等,鄂审稻20200070,鄂审稻,20200070,魅051S,湖北华之夏种子有限责任公司
广东,巴禾丝苗,粤禾丝苗×巴太香占,籼型常规稻,广州市农业科学研究院,粤审稻20210045,粤审稻,20210045,粤禾丝苗,广州市农业科学研究院
湖北,圳优6377,圳A×R6377,籼型三系杂交稻,湖北省种子集团有限公司等,鄂审稻20206003,鄂审稻,20206003,圳A,湖北省种子集团有限公司
广东,晶两优3888,晶4155S×华恢3888,籼型两系杂交稻,湖南亚华种业科学研究院,粤审稻20210066,粤审稻,20210066,晶4155S,湖南亚华种业科学研究院
广东,五优84,五丰A×C84,籼型三系杂交稻,中国水稻研究所等,粤审稻2014032,粤审稻,2014032,五丰A,中国水稻研究所
广东,广8优305,广8A×广恢305,籼型三系杂交稻,广西兆和种业有限公司等,粤审稻20200074,粤审稻,20200074,广8A,广西兆和种业有限公司
湖北,润珠丝苗,五山丝苗/华占×华占,籼型常规稻,湖北中香农业科技股份有限公司,鄂审稻20210070,鄂审稻,20210070,五山丝苗/华占,湖北中香农业科技股份有限公司
广东,南红5号,粤红宝×茉莉丝苗,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20190081,粤审稻,20190081,粤红宝,广东省农业科学院水稻研究所
广东,野优5522,野香A×粤良恢5522,籼型三系杂交稻,广东粤良种业有限公司等,粤审稻20190027,粤审稻,20190027,野香A,广东粤良种业有限公司
广东,黄丰广占,广软占×黄丰占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20230001,粤审稻,20230001,广软占,广东省农业科学院水稻研究所
广东,顺两优民占,顺农16S×民占,籼型两系杂交稻,广东华农大种业有限公司,粤审稻2016059,粤审稻,2016059,顺农16S,广东华农大种业有限公司
湖北,晚籼98,D0424S×明恢63,籼型常规稻,湖北省农业科学院粮食作物研究所等,鄂审稻2009011,鄂审稻,2009011,D0424S,湖北省农业科学院粮食作物研究所
湖北,荃优071,荃9311A×R071,籼型三系杂交稻,武汉惠华三农种业有限公司等,鄂审稻20200029,鄂审稻,20200029,荃9311A,武汉惠华三农种业有限公司
广东,桂晶油占,黄广莉占×桂晶丝苗,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20200052,粤审稻,20200052,黄广莉占,广东省农业科学院水稻研究所
广东,广8优金占,广8A×金占,籼型三系杂交稻,广东省金稻种业有限公司等,粤审稻2014031,粤审稻,2014031,广8A,广东省金稻种业有限公司
广东,诚优5305,诚A×粤恢5305,籼型三系杂交稻,广东省金稻种业有限公司等,粤审稻20220092,粤审稻,20220092,诚A,广东省金稻种业有限公司
湖北,九优207,898A×先恢207,籼型三系杂交稻,湖南金健种业有限责任公司等,鄂审稻2006010,鄂审稻,2006010,898A,湖南金健种业有限责任公司
广东,粤晶丝苗2号,粤科占×五丰占/锦超丝苗,籼型常规稻,广东省农业科学院水稻研究所,粤审稻2006067,粤审稻,2006067,粤科占,广东省农业科学院水稻研究所
湖北,扬两优013,广占63S×R13,籼型两系杂交稻,江苏里下河地区农业科学研究所,鄂审稻2009010,鄂审稻,2009010,广占63S,江苏里下河地区农业科学研究所
广东,台农811,黄广油占×抗病粳籼占,籼型常规稻,台山市农业技术推广中心（台山市农业科学研究所）,粤审稻20210044,粤审稻,20210044,黄广油占,台山市农业技术推广中心（台山市农业科学研究所）
广东,安丰优3698,安丰A×广恢3698,籼型三系杂交稻,广东省农业科学院水稻研究所等,粤审稻2014030,粤审稻,2014030,安丰A,广东省农业科学院水稻研究所
广东,耕香优280,耕香A×恒恢280,籼型三系杂交稻,广东现代种业发展有限公司,粤审稻20220125,粤审稻,20220125,耕香A,广东现代种业发展有限公司
广东,和优1269,和丰A×R1269,籼型三系杂交稻,深圳兆农农业科技有限公司,粤审稻20190068,粤审稻,20190068,和丰A,深圳兆农农业科技有限公司
湖北,旺两优911,W115S×创恢911,籼型两系杂交稻,湖南袁创超级稻技术有限公司,鄂审稻20200028,鄂审稻,20200028,W115S,湖南袁创超级稻技术有限公司
湖北,谷优航1号,谷丰A×航1号,籼型三系杂交稻,福建省农业科学院水稻研究所,鄂审稻2007025,鄂审稻,2007025,谷丰A,福建省农业科学院水稻研究所
广东,龙丰优9802,龙丰A×粤恢9802,籼型三系杂交稻,广东粤良种业有限公司,粤审稻2016058,粤审稻,2016058,龙丰A,广东粤良种业有限公司
广东,裕优852,裕A×恒恢852,籼型三系杂交稻,广东恒昊农业有限公司,粤审稻20170056,粤审稻,20170056,裕A,广东恒昊农业有限公司
广东,粤莉占,粤银丝苗×丰秀占/黄莉占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻2014029,粤审稻,2014029,粤银丝苗,广东省农业科学院水稻研究所
湖北,郢两优鄂丰丝苗,郢216S×鄂丰丝苗,籼型两系杂交稻,湖北荃银高科种业有限公司等,鄂审稻20200069,鄂审稻,20200069,郢216S,湖北荃银高科种业有限公司
广东,金隆优078,金隆A×G078,籼型三系杂交稻,广东鲜美种苗股份有限公司,粤审稻20220091,粤审稻,20220091,金隆A,广东鲜美种苗股份有限公司
广东,五丰优316,五丰A×汕恢316,籼型三系杂交稻,广东省汕头市农业科学研究所等,粤审稻2006030,粤审稻,2006030,五丰A,广东省汕头市农业科学研究所
广东,禅银丝苗,五山丝苗×早粳占,籼型常规稻,佛山市农业科学研究所,粤审稻20200051,粤审稻,20200051,五山丝苗,佛山市农业科学研究所
广东,青香优033,青香A×金香033,籼型三系杂交稻,广东鲜美种苗股份有限公司,粤审稻20200073,粤审稻,20200073,青香A,广东鲜美种苗股份有限公司
湖北,春两优华占,春6S×华占,籼型两系杂交稻,中国农业科学院作物科学研究所等,鄂审稻20200027,鄂审稻,20200027,春6S,中国农业科学院作物科学研究所
广东,广8优864,广8A×广恢864,籼型三系杂交稻,梅州市农林科学院,粤审稻20210065,粤审稻,20210065,广8A,梅州市农林科学院
广东,金龙优260,金龙A×中种恢260,籼型三系杂交稻,肇庆学院,粤审稻20210064,粤审稻,20210064,金龙A,肇庆学院
广东,野优珍丝苗,野香A×珍丝苗,籼型三系杂交稻,广东粤良种业有限公司,粤审稻20210063,粤审稻,20210063,野香A,广东粤良种业有限公司
广东,恒丰优158,恒丰A×广恢158,籼型三系杂交稻,广东粤良种业有限公司等,粤审稻20190026,粤审稻,20190026,恒丰A,广东粤良种业有限公司
广东,金隆优075,金隆A×G075,籼型三系杂交稻,广州市金粤生物科技有限公司,粤审稻20230050,粤审稻,20230050,金隆A,广州市金粤生物科技有限公司
湖北,两优303,鄂丰7S×R303,籼型两系杂交稻,湖北省种子集团有限公司,鄂审稻20206002,鄂审稻,20206002,鄂丰7S,湖北省种子集团有限公司
湖北,泰美占,华润2号×粤农丝苗,籼型常规稻,湖北鄂科华泰种业股份有限公司,鄂审稻20210069,鄂审稻,20210069,华润2号,湖北鄂科华泰种业股份有限公司
广东,五广丝苗,黄广丝苗×五山软占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20210043,粤审稻,20210043,黄广丝苗,广东省农业科学院水稻研究所
广东,华航玉占,华航油占//华航丝苗/黄软占×新丰占/玉香油占,籼型常规稻,国家植物航天育种工程技术研究中心（华南农业大学）,粤审稻20210042,粤审稻,20210042,华航油占//华航丝苗/黄软占,国家植物航天育种工程技术研究中心（华南农业大学）
广东,博Ⅱ优珍丝苗,博ⅡA×珍丝苗,籼型三系杂交稻,广东粤良种业有限公司,粤审稻20190025,粤审稻,20190025,博ⅡA,广东粤良种业有限公司
广东,合新丝苗,粤丰新占/合美占×粤禾丝苗,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20200050,粤审稻,20200050,粤丰新占/合美占,广东省农业科学院水稻研究所
湖北,武育粳33号,武粳15/武运粳23号×南粳46,粳型常规稻,江苏（武进）水稻研究所等,鄂审稻2015020,鄂审稻,2015020,武粳15/武运粳23号,江苏（武进）水稻研究所
广东,金龙优2018,金龙A×中种恢2018,籼型三系杂交稻,中国种子集团有限公司三亚分公司等,粤审稻20190080,粤审稻,20190080,金龙A,中国种子集团有限公司三亚分公司
广东,天优3618,天丰A×广恢3618,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻2009004,粤审稻,2009004,天丰A,广东省农业科学院水稻研究所
广东,济优6377,济A×R6377,籼型三系杂交稻,深圳市兆农农业科技有限公司等,粤审稻20190067,粤审稻,20190067,济A,深圳市兆农农业科技有限公司
广东,金航油占,金航丝苗×玉香油占,籼型常规稻,华南农业大学国家植物航天育种工程技术研究中心,粤审稻2014028,粤审稻,2014028,金航丝苗,华南农业大学国家植物航天育种工程技术研究中心
湖北,郢两优258,郢216S×R58,籼型两系杂交稻,湖北荃银高科种业有限公司,鄂审稻20200068,鄂审稻,20200068,郢216S,湖北荃银高科种业有限公司
广东,齐新占,美香占2号×粤新占2号,籼型常规稻,广东省农业科学院水稻研究所,粤审稻2006066,粤审稻,2006066,美香占2号,广东省农业科学院水稻研究所
广东,丰籼占,粤早占×丰粤占,籼型常规稻,佛山市农业科学研究所,粤审稻2014027,粤审稻,2014027,粤早占,佛山市农业科学研究所
广东,堆优6377,堆丰A×R6377,籼型三系杂交稻,深圳市兆农农业科技有限公司等,粤审稻20190066,粤审稻,20190066,堆丰A,深圳市兆农农业科技有限公司
广东,堆优1269,堆丰A×R1269,籼型三系杂交稻,深圳市兆农农业科技有限公司,粤审稻20190065,粤审稻,20190065,堆丰A,深圳市兆农农业科技有限公司
广东,美优9822,美A×粤恢9822,籼型三系杂交稻,广东省农业科学院植物保护研究所,粤审稻2016057,粤审稻,2016057,美A,广东省农业科学院植物保护研究所
广东,茂杂29,228S×茂恢29,籼型两系杂交稻,广东华茂高科种业有限公司,粤审稻2006065,粤审稻,2006065,228S,广东华茂高科种业有限公司
广东,黄软华占,黄软秀占×丰粤华占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20200049,粤审稻,20200049,黄软秀占,广东省农业科学院水稻研究所
广东,广泰优816,广泰A×广恢816,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻20230049,粤审稻,20230049,广泰A,广东省农业科学院水稻研究所
广东,天优838,天丰A×辐恢838,籼型三系杂交稻,广东省农业科学院水稻研究所等,粤审稻2006064,粤审稻,2006064,天丰A,广东省农业科学院水稻研究所
湖北,长农粳1号,南粳46×武运粳23号/武香粳14号,粳型常规稻,长江大学等,鄂审稻2015019,鄂审稻,2015019,南粳46,长江大学
广东,粤禾丝苗,粤农丝苗×粤银丝苗,籼型常规稻,广东省农业科学院水稻研究所,粤审稻2014026,粤审稻,2014026,粤农丝苗,广东省农业科学院水稻研究所
广东,五山莉占,五山丝苗×黄莉占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻2014025,粤审稻,2014025,五山丝苗,广东省农业科学院水稻研究所
广东,乐优190,乐5A×乐恢190,籼型三系杂交稻,创世纪种业有限公司等,粤审稻20220085,粤审稻,20220085,乐5A,创世纪种业有限公司
湖北,全优527,全丰A×蜀恢527,籼型三系杂交稻,福建省农业科学院水稻研究所等,鄂审稻2007024,鄂审稻,2007024,全丰A,福建省农业科学院水稻研究所
广东,红阳矮4号,红珍早1号/IR24×朝阳18号,籼型常规稻,华南农学院农学系,粤审稻1983002,粤审稻,1983002,红珍早1号/IR24,华南农学院农学系
广东,天优208,天丰A×广恢208,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻2009003,粤审稻,2009003,天丰A,广东省农业科学院水稻研究所
广东,中昊优9822,MA17A×R9822,籼型三系杂交稻,广东恒昊农业有限公司,粤审稻20190064,粤审稻,20190064,MA17A,广东恒昊农业有限公司
广东,金龙优2877,金龙A×中种恢2877,籼型三系杂交稻,中国种子集团有限公司等,粤审稻20190079,粤审稻,20190079,金龙A,中国种子集团有限公司
湖北,D优781,D62A×蜀恢781,籼型三系杂交稻,四川农业大学水稻研究所,鄂审稻2009009,鄂审稻,2009009,D62A,四川农业大学水稻研究所
湖北,创两优303,创5S×R303,籼型两系杂交稻,湖北省种子集团有限公司等,鄂审稻20206001,鄂审稻,20206001,创5S,湖北省种子集团有限公司
湖北,益9A,巨风A×益9B,籼型不育系,黄冈市农业科学院等,鄂审稻20200096,鄂审稻,20200096,巨风A,黄冈市农业科学院
湖北,T优207,T98A×先恢207,籼型三系杂交稻,湖南杂交水稻研究中心,鄂审稻2006009,鄂审稻,2006009,T98A,湖南杂交水稻研究中心
广东,五粤占3号,五山丝苗×粤综占,籼型常规稻,广州市农业科学研究院等,粤审稻20170055,粤审稻,20170055,五山丝苗,广州市农业科学研究院
广东,博优691,博A×R691,籼型三系杂交稻,汕头市农业科学研究所,粤审稻2006029,粤审稻,2006029,博A,汕头市农业科学研究所
广东,裕优T95,裕A×恒恢T95,籼型三系杂交稻,广东现代金穗种业有限公司等,粤审稻20220084,粤审稻,20220084,裕A,广东现代金穗种业有限公司
广东,裕优033,裕A×金香033,籼型三系杂交稻,广东鲜美种苗股份有限公司,粤审稻20200072,粤审稻,20200072,裕A,广东鲜美种苗股份有限公司
湖北,美扬占,美香占2号/扬稻6号×美香占2号,籼型常规稻,武汉惠华三农种业有限公司,鄂审稻20210068,鄂审稻,20210068,美香占2号/扬稻6号,武汉惠华三农种业有限公司
广东,丰田优618,丰田1A×广恢618,籼型三系杂交稻,中国种子集团有限公司等,粤审稻2016056,粤审稻,2016056,丰田1A,中国种子集团有限公司
广东,恒丰优386,恒丰A×R386,籼型三系杂交稻,广东省粤良种业有限公司,粤审稻2013013,粤审稻,2013013,恒丰A,广东省粤良种业有限公司
广东,恒丰优215,恒丰A×R215,籼型三系杂交稻,湛江市广良种业有限公司,粤审稻2013012,粤审稻,2013012,恒丰A,湛江市广良种业有限公司
广东,深优9574,深95A×R5774,籼型三系杂交稻,清华大学深圳研究生院,粤审稻2013011,粤审稻,2013011,深95A,清华大学深圳研究生院
湖北,创两优412,创5S×R412,籼型两系杂交稻,湖北省种子集团有限公司等,鄂审稻20200026,鄂审稻,20200026,创5S,湖北省种子集团有限公司
湖北,Ⅱ优恩22,Ⅱ-32A×恩恢22,籼型三系杂交稻,恩施自治州农业科学院等,鄂审稻2007023,鄂审稻,2007023,Ⅱ-32A,恩施自治州农业科学院
广东,恒丰优222,恒丰A×粤良恢222,籼型三系杂交稻,广东粤良种业有限公司,粤审稻20190024,粤审稻,20190024,恒丰A,广东粤良种业有限公司
湖北,两优185,1892S×R85,籼型两系杂交稻,荆州市金龙发种业有限公司等,鄂审稻20200067,鄂审稻,20200067,1892S,荆州市金龙发种业有限公司
湖北,玺A,巨风A×玺B,籼型不育系,黄冈市农业科学院等,鄂审稻20200095,鄂审稻,20200095,巨风A,黄冈市农业科学院
广东,荣3优1002,荣3A×广恢1002,籼型三系杂交稻,中国种子集团有限公司等,粤审稻20190078,粤审稻,20190078,荣3A,中国种子集团有限公司
广东,中政华占699,粤中占×粤HP-1,籼型常规稻,广东中政农业有限公司邱伙利,粤审稻20230048,粤审稻,20230048,粤中占,广东中政农业有限公司邱伙利
广东,中发优9822,中发A×R9822,籼型三系杂交稻,广东现代种业发展有限公司等,粤审稻20220083,粤审稻,20220083,中发A,广东现代种业发展有限公司
广东,禾新占,黄软占/粤银丝苗×粤禾丝苗,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20210041,粤审稻,20210041,黄软占/粤银丝苗,广东省农业科学院水稻研究所
广东,华优8305,Y华农A×华恢305,籼型三系杂交稻,华南农业大学农学院,粤审稻2006028,粤审稻,2006028,Y华农A,华南农业大学农学院
广东,天优528,天丰A×广恢528,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻2009002,粤审稻,2009002,天丰A,广东省农业科学院水稻研究所
广东,丰田优116,丰田1A×R7116,籼型三系杂交稻,广东现代耕耘种业有限公司,粤审稻2016055,粤审稻,2016055,丰田1A,广东现代耕耘种业有限公司
广东,湛优226,湛A×HR226,籼型三系杂交稻,广东海洋大学农业生物技术研究所等,粤审稻2006027,粤审稻,2006027,湛A,广东海洋大学农业生物技术研究所
广东,天优4118,天丰A×广恢4118,籼型三系杂交稻,广东省金稻种业有限公司等,粤审稻2006063,粤审稻,2006063,天丰A,广东省金稻种业有限公司
湖北,华润挺占,R70124×华占,籼型常规稻,湖北农华农业科技有限公司等,鄂审稻20210067,鄂审稻,20210067,R70124,湖北农华农业科技有限公司
广东,特优3331,龙特甫A×粤良恢3331,籼型三系杂交稻,广东粤良种业有限公司,粤审稻20200048,粤审稻,20200048,龙特甫A,广东粤良种业有限公司
广东,恒丰优5511,恒丰A×粤良恢5511,籼型三系杂交稻,广东粤良种业有限公司,粤审稻20190023,粤审稻,20190023,恒丰A,广东粤良种业有限公司
广东,华航53号,华航油占×粤油丝苗,籼型常规稻,华南农业大学国家植物航天育种工程技术研究中心,粤审稻20170054,粤审稻,20170054,华航油占,华南农业大学国家植物航天育种工程技术研究中心
湖北,皖两优华占,皖2305S×华占,籼型两系杂交稻,湖北惠民农业科技有限公司等,鄂审稻20200066,鄂审稻,20200066,皖2305S,湖北惠民农业科技有限公司
湖北,谷优527,谷丰A×蜀恢527,籼型三系杂交稻,福建省农业科学院稻麦研究所,鄂审稻2007022,鄂审稻,2007022,谷丰A,福建省农业科学院稻麦研究所
广东,广九优098,广九A×G098,籼型三系杂交稻,广东省良种引进服务公司等,粤审稻20200047,粤审稻,20200047,广九A,广东省良种引进服务公司
广东,和两优332,和620S×R332,籼型两系杂交稻,清华大学深圳研究生院等,粤审稻2016054,粤审稻,2016054,和620S,清华大学深圳研究生院
广东,靓优香,新黄占/象牙香占×南桂占,籼型常规稻,广东粤良种业有限公司,粤审稻20220082,粤审稻,20220082,新黄占/象牙香占,广东粤良种业有限公司
广东,星优712,星A×R712,籼型三系杂交稻,广东源泰农业科技有限公司,粤审稻2013010,粤审稻,2013010,星A,广东源泰农业科技有限公司
湖北,仙两优757,仙沙7S×R57,籼型两系杂交稻,湖北联航农业科技有限公司等,鄂审稻20200025,鄂审稻,20200025,仙沙7S,湖北联航农业科技有限公司
广东,合莉美占,粤丰新占/合美占×合莉油占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20210040,粤审稻,20210040,粤丰新占/合美占,广东省农业科学院水稻研究所
湖北,崇农A,金23A×崇农B,籼型不育系,武汉惠华三农种业有限公司,鄂审稻20200094,鄂审稻,20200094,金23A,武汉惠华三农种业有限公司
湖北,Q优6号,Q2A×R1005,籼型三系杂交稻,重庆市种子公司,鄂审稻2006008,鄂审稻,2006008,Q2A,重庆市种子公司
广东,荆楚优8648,荆楚814A×中种恢8648,籼型三系杂交稻,中国种子集团公司,粤审稻2009001,粤审稻,2009001,荆楚814A,中国种子集团公司
广东,桂晶丝苗,粤晶丝苗2号×桂农占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻2014024,粤审稻,2014024,粤晶丝苗2号,广东省农业科学院水稻研究所
湖北,N2优28,N2A×R99-28,籼型三系杂交稻,湖北荆楚种业股份有限公司,鄂审稻2006007,鄂审稻,2006007,N2A,湖北荆楚种业股份有限公司
湖北,Y两优555,Y58S×Q555,籼型两系杂交稻,长沙长龙生物科技有限公司,鄂审稻2009008,鄂审稻,2009008,Y58S,长沙长龙生物科技有限公司
广东,深两优121,深08S×5PB121,籼型两系杂交稻,中国农业科学院深圳农业基因组研究所等,粤审稻20190077,粤审稻,20190077,深08S,中国农业科学院深圳农业基因组研究所
湖北,金科1A,金23A×金科1B,籼型不育系,武汉金科生物技术有限公司,鄂审稻2007021,鄂审稻,2007021,金23A,武汉金科生物技术有限公司
广东,东红6号,粤红宝×新黄占,籼型常规稻,广东省农业科学院农业生物基因研究中心,粤审稻20230047,粤审稻,20230047,粤红宝,广东省农业科学院农业生物基因研究中心
广东,江航丝苗,华航35号,籼型常规稻,江门市农业科学研究所等,粤审稻20170053,粤审稻,20170053,华航35号,江门市农业科学研究所
湖北,华夏香丝,农香32×粤抗1122,籼型常规稻,湖北华之夏种子有限责任公司等,鄂审稻20210066,鄂审稻,20210066,农香32,湖北华之夏种子有限责任公司
湖北,苯两优9号,苯88S×赛恢9号,籼型两系杂交稻,湖北长江屯玉种业有限公司,鄂审稻2006006,鄂审稻,2006006,苯88S,湖北长江屯玉种业有限公司
湖北,长农2A,金23A×长农2B,籼型不育系,长江大学主要粮食作物产业化湖北省协同创新中心,鄂审稻20200093,鄂审稻,20200093,金23A,长江大学主要粮食作物产业化湖北省协同创新中心
广东,星优135,星A×泰135,籼型三系杂交稻,广东源泰农业科技有限公司,粤审稻20220090,粤审稻,20220090,星A,广东源泰农业科技有限公司
湖北,鄂粳403,武大99155×闵恢128/3402,粳型常规稻,湖北省农业科学院粮食作物研究所,鄂审稻2015018,鄂审稻,2015018,武大99155,湖北省农业科学院粮食作物研究所
广东,博Ⅱ优815,博ⅡA×R815,籼型三系杂交稻,广西博白县农业科学研究所,粤审稻2006026,粤审稻,2006026,博ⅡA,广西博白县农业科学研究所
广东,吉丰优512,吉丰A×W512,籼型三系杂交稻,广东省农业科学院水稻研究所等,粤审稻2013009,粤审稻,2013009,吉丰A,广东省农业科学院水稻研究所
广东,华航香银针,航香银针米×华航39号/黄广油占,籼型常规稻,国家植物航天育种工程技术研究中心（华南农业大学）,粤审稻20220081,粤审稻,20220081,航香银针米,国家植物航天育种工程技术研究中心（华南农业大学）
广东,旺两优959,W115S×创恢959,籼型两系杂交稻,湖南袁创超级稻技术有限公司,粤审稻20190022,粤审稻,20190022,W115S,湖南袁创超级稻技术有限公司
湖北,屯3A,Ⅱ-32A×8077S/Ⅱ-32B//Ⅱ-32B,籼型不育系,湖北长江屯玉种业有限公司,鄂审稻2007020,鄂审稻,2007020,Ⅱ-32A,湖北长江屯玉种业有限公司
广东,丰田优1179,丰田1A×航恢1179,籼型三系杂交稻,国家植物航天育种工程技术研究中心（华南农业大学）,粤审稻2016053,粤审稻,2016053,丰田1A,国家植物航天育种工程技术研究中心（华南农业大学）
广东,五丰优128,五丰A×广恢128,籼型三系杂交稻,广东省农业科学院水稻研究所等,粤审稻2006062,粤审稻,2006062,五丰A,广东省农业科学院水稻研究所
广东,粤桂占2号,粤禾丝苗×桂晶丝苗,籼型常规稻,广东省农业科学院水稻研究所,粤审稻20210039,粤审稻,20210039,粤禾丝苗,广东省农业科学院水稻研究所
广东,南晶香占,南晶占×象牙香占,籼型常规稻,广东省农业科学院水稻研究所等,粤审稻20200071,粤审稻,20200071,南晶占,广东省农业科学院水稻研究所
广东,禾粳占7号,粤禾丝苗×粳籼89,籼型常规稻,广州市农业科学研究院等,粤审稻20190021,粤审稻,20190021,粤禾丝苗,广州市农业科学研究院
湖北,珞优8号,珞红3A×R8108,籼型三系杂交稻,武汉大学,鄂审稻2006005,鄂审稻,2006005,珞红3A,武汉大学
广东,黄秀丝苗,丰莉丝苗×黄秀占,籼型常规稻,广东省农业科学院水稻研究所,粤审稻2014023,粤审稻,2014023,丰莉丝苗,广东省农业科学院水稻研究所
广东,深优9734,深97A×R2134,籼型三系杂交稻,国家杂交水稻工程技术研究中心清华深圳龙岗研究所,粤审稻2008058,粤审稻,2008058,深97A,国家杂交水稻工程技术研究中心清华深圳龙岗研究所
广东,丰田优553,丰田1A×桂恢553,籼型三系杂交稻,广西农业科学院水稻研究所,粤审稻2016052,粤审稻,2016052,丰田1A,广西农业科学院水稻研究所
广东,协禾优6355,协禾A×广恢6355,籼型三系杂交稻,广东省农业科学院水稻研究所,粤审稻20230046,粤审稻,20230046,协禾A,广东省农业科学院水稻研究所
广东,香禾优6355,香禾A×广恢6355,籼型三系杂交稻,广东省农业科学院水稻研究所等,粤审稻20230045,粤审稻,20230045,香禾A,广东省农业科学院水稻研究所
广东,培杂丰占,培矮64S×丰占,籼型两系杂交稻,广东粤良种业有限公司,粤审稻2006025,粤审稻,2006025,培矮64S,广东粤良种业有限公司
广东,中映优852,中映A×恒恢852,籼型三系杂交稻,广东现代耕耘种业有限公司,粤审稻20190063,粤审稻,20190063,中映A,广东现代耕耘种业有限公司
湖北,鄂糯优91,鄂糯19A×糯恢11,粳型三系杂交稻,湖北中香农业科技股份有限公司等,鄂审稻2015017,鄂审稻,2015017,鄂糯19A,湖北中香农业科技股份有限公司
广东,耕香优792,耕香A×恒恢792,籼型三系杂交稻,广东恒昊农业有限公司,粤审稻20200070,粤审稻,20200070,耕香A,广东恒昊农业有限公司
湖北,荆楚15A,珍汕97A×冈46B/地谷B,籼型不育系,湖北荆楚种业股份有限公司,鄂审稻2007019,鄂审稻,2007019,珍汕97A,湖北荆楚种业股份有限公司
广东,五丰优9802,五丰A×粤恢9802,籼型三系杂交稻,广东省农业科学院植物保护研究所等,粤审稻2013008,粤审稻,2013008,五丰A,广东省农业科学院植物保护研究所
